Hours_Studied,CGPA,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
9,6.3,No,9,3,61.0
5,9.9,No,8,3,87.0
3,9.9,No,9,0,78.0
5,5.8,Yes,4,5,43.0
5,8.9,Yes,7,7,75.0
5,8.6,Yes,4,7,72.0
3,4.1,No,4,7,18.0
4,5.3,No,8,4,36.0
9,9.2,Yes,7,9,92.0
9,7.1,Yes,9,5,71.0
2,8.1,No,7,4,58.0
8,7.1,No,9,3,69.0
8,6.7,No,6,3,58.0
7,8.7,No,5,3,74.0
8,7.8,Yes,8,3,72.0
3,7.9,Yes,9,5,61.0
6,8.1,No,9,5,74.0
1,8.6,No,7,4,60.0
7,7.9,No,8,8,70.0
1,5.2,Yes,9,7,27.0
9,5.1,Yes,6,9,49.0
1,4.7,No,4,5,17.0
1,5.4,No,9,8,34.0
7,6.5,No,7,4,51.0
2,5.1,No,6,9,27.0
5,8.2,No,8,3,67.0
8,9.0,No,9,5,84.0
8,8.5,Yes,6,3,81.0
3,6.6,Yes,6,7,45.0
7,5.7,Yes,6,6,50.0
3,8.4,No,6,4,67.0
6,7.5,No,6,9,67.0
6,8.8,No,6,5,77.0
3,9.0,Yes,5,6,70.0
7,6.6,No,8,1,59.0
3,4.8,Yes,4,8,27.0
8,9.4,No,8,6,88.0
4,7.8,No,7,7,60.0
1,4.0,No,7,4,14.0
4,4.6,Yes,8,2,27.0
7,6.5,Yes,6,1,54.0
4,4.6,Yes,5,1,32.0
6,9.1,No,4,2,79.0
9,4.6,Yes,9,0,44.0
1,4.7,No,9,0,20.0
5,5.5,No,6,6,42.0
7,4.2,Yes,8,9,33.0
1,8.4,Yes,9,7,58.0
4,4.9,No,8,5,31.0
6,8.9,No,5,6,75.0
2,4.6,No,5,0,22.0
5,6.0,No,8,0,46.0
1,9.2,Yes,6,8,68.0
6,7.6,Yes,6,4,66.0
6,7.0,Yes,6,6,60.0
4,6.2,No,9,5,44.0
8,9.6,No,4,3,90.0
4,6.6,No,4,0,47.0
8,9.5,Yes,6,3,88.0
8,6.1,No,8,9,56.0
5,7.8,No,5,9,66.0
4,9.6,Yes,7,7,78.0
2,6.6,Yes,5,0,43.0
3,9.3,No,5,1,72.0
3,8.8,Yes,7,7,69.0
4,4.3,No,6,1,24.0
4,6.3,Yes,5,9,47.0
5,6.2,No,7,8,45.0
4,8.7,Yes,9,2,72.0
8,5.8,Yes,8,2,51.0
6,8.1,Yes,8,5,73.0
6,4.2,Yes,8,2,28.0
8,6.6,No,6,8,56.0
7,4.2,No,5,7,29.0
8,6.7,Yes,5,3,60.0
2,5.6,No,4,5,28.0
9,7.0,Yes,8,7,66.0
1,4.9,Yes,6,3,21.0
8,8.8,No,7,4,84.0
4,6.1,No,6,6,42.0
4,6.9,No,5,7,51.0
5,8.8,No,8,6,74.0
8,6.0,No,4,7,50.0
5,7.5,No,9,3,62.0
8,9.2,No,6,0,90.0
1,6.2,Yes,4,5,32.0
9,7.7,No,5,4,71.0
6,5.1,Yes,7,3,37.0
3,6.4,No,6,1,42.0
8,9.3,No,9,0,85.0
9,9.6,Yes,5,8,96.0
6,5.9,Yes,8,1,51.0
7,8.8,Yes,6,8,82.0
1,8.8,Yes,4,5,64.0
5,8.1,No,6,5,67.0
5,4.6,No,5,1,32.0
4,6.8,Yes,5,5,50.0
6,8.7,Yes,4,2,73.0
7,6.8,No,9,6,62.0
9,5.2,No,5,9,48.0
1,4.2,Yes,6,3,20.0
6,4.1,No,9,8,33.0
7,5.5,No,4,4,43.0
3,6.9,Yes,5,9,49.0
8,7.7,Yes,5,2,70.0
5,4.5,Yes,6,0,28.0
9,8.4,Yes,5,0,82.0
5,4.6,No,6,3,29.0
9,4.4,Yes,8,9,42.0
4,9.5,No,9,9,79.0
9,4.6,No,6,3,41.0
5,7.3,No,7,8,61.0
9,7.1,No,5,7,69.0
3,8.8,Yes,8,3,68.0
4,5.2,No,9,5,38.0
9,6.9,Yes,4,6,67.0
6,6.4,No,7,9,54.0
2,6.0,Yes,4,7,39.0
7,9.9,No,7,3,93.0
2,9.8,No,8,0,76.0
2,6.0,Yes,9,4,39.0
1,6.7,Yes,8,0,38.0
3,8.7,Yes,8,3,69.0
6,9.7,Yes,7,6,88.0
8,5.9,No,6,6,54.0
9,7.3,No,9,0,68.0
7,4.4,No,4,8,33.0
4,5.7,No,6,1,40.0
6,9.9,No,6,4,87.0
5,7.8,Yes,5,5,64.0
8,8.2,Yes,4,0,70.0
1,9.6,No,7,1,70.0
1,9.6,Yes,5,6,72.0
6,5.0,No,5,5,38.0
2,9.3,No,8,5,71.0
5,5.6,Yes,7,5,40.0
1,8.7,No,6,6,58.0
7,8.4,Yes,9,9,77.0
1,6.1,No,6,8,38.0
4,7.6,Yes,6,8,60.0
9,5.9,No,8,1,57.0
1,8.7,No,6,1,63.0
4,9.9,Yes,4,4,82.0
6,9.3,No,6,9,84.0
6,9.3,No,6,6,84.0
8,8.7,Yes,4,2,77.0
1,8.7,Yes,8,2,61.0
7,8.5,Yes,5,3,73.0
1,4.5,No,7,2,15.0
7,7.3,Yes,8,2,64.0
3,5.3,Yes,6,7,33.0
8,8.7,Yes,5,6,78.0
3,6.2,No,7,6,43.0
1,5.9,Yes,7,9,34.0
8,5.2,No,7,1,48.0
3,8.6,No,4,8,66.0
2,8.3,Yes,4,5,60.0
1,8.0,No,5,2,53.0
3,7.1,No,6,8,51.0
2,6.5,No,5,8,43.0
2,8.9,No,6,5,68.0
6,9.2,No,8,9,80.0
1,5.3,Yes,7,5,26.0
2,9.1,Yes,7,7,70.0
6,9.6,Yes,4,7,85.0
3,7.5,No,8,5,57.0
4,4.7,Yes,9,6,30.0
1,7.9,No,8,3,56.0
8,6.1,No,6,0,53.0
7,6.1,No,8,3,52.0
7,5.5,No,4,7,47.0
3,6.6,Yes,6,7,48.0
3,9.5,No,5,1,78.0
2,9.9,Yes,6,6,79.0
1,9.9,Yes,5,0,75.0
7,4.9,No,9,1,40.0
7,6.4,Yes,6,7,59.0
2,7.0,Yes,7,9,49.0
7,6.0,Yes,9,3,48.0
8,6.6,No,5,2,60.0
1,5.6,No,4,1,29.0
9,7.2,No,9,5,68.0
7,7.0,Yes,9,3,63.0
3,8.9,Yes,9,2,71.0
8,8.1,No,5,2,76.0
7,6.5,No,5,9,57.0
8,6.0,Yes,6,2,54.0
6,7.5,No,7,7,61.0
9,4.0,No,9,8,34.0
5,4.3,Yes,6,8,32.0
3,4.3,Yes,6,4,23.0
3,6.5,No,7,0,44.0
1,4.3,No,6,9,18.0
8,8.8,No,7,4,82.0
2,4.8,No,4,0,18.0
3,6.9,Yes,7,8,52.0
8,9.0,No,8,9,88.0
8,8.4,No,7,7,78.0
4,4.3,Yes,7,6,26.0
4,4.4,Yes,8,1,26.0
5,8.4,Yes,7,1,74.0
6,6.2,Yes,5,3,52.0
5,5.5,Yes,6,8,40.0
7,6.1,Yes,6,8,54.0
2,7.6,Yes,4,7,51.0
7,4.7,No,4,4,35.0
7,8.7,No,8,6,79.0
1,7.2,Yes,5,8,45.0
7,9.4,No,4,2,81.0
5,9.9,No,6,3,87.0
3,7.7,Yes,4,1,56.0
3,8.2,Yes,4,8,65.0
4,5.5,Yes,7,6,38.0
2,4.4,Yes,4,5,17.0
2,5.5,Yes,8,4,35.0
1,4.6,No,6,6,20.0
5,9.0,No,8,2,75.0
4,4.0,Yes,8,4,26.0
2,4.8,Yes,9,1,23.0
3,5.7,No,5,4,38.0
7,8.4,No,9,6,78.0
7,9.7,No,9,9,91.0
4,8.6,Yes,7,6,67.0
5,4.2,Yes,8,8,31.0
5,6.3,No,5,2,49.0
6,6.7,Yes,6,7,57.0
9,4.9,No,6,4,45.0
2,4.8,Yes,5,6,22.0
5,5.2,Yes,8,0,35.0
3,8.7,No,8,0,65.0
4,7.4,No,7,3,53.0
6,9.3,Yes,7,4,79.0
8,6.2,No,9,9,57.0
1,8.6,Yes,6,2,58.0
8,5.6,No,7,5,50.0
7,8.5,No,5,2,75.0
1,4.6,Yes,6,4,17.0
2,9.1,Yes,8,0,70.0
3,5.5,Yes,6,2,36.0
1,9.2,No,4,6,61.0
9,7.9,No,6,2,78.0
8,7.5,Yes,7,4,71.0
2,5.9,No,5,6,36.0
9,6.3,Yes,8,1,63.0
7,8.6,Yes,8,2,78.0
9,4.4,Yes,7,3,39.0
6,8.4,Yes,7,4,70.0
6,4.5,Yes,7,8,34.0
4,6.7,No,4,8,49.0
2,9.8,No,5,3,71.0
7,4.4,Yes,4,8,34.0
5,8.8,No,7,3,77.0
6,7.8,Yes,5,1,67.0
2,7.7,No,7,9,52.0
5,4.1,No,5,0,25.0
4,8.2,Yes,8,6,68.0
9,7.8,No,4,3,76.0
6,9.3,Yes,9,7,85.0
2,6.0,No,7,7,40.0
1,7.9,Yes,7,7,56.0
5,7.6,Yes,6,5,62.0
9,9.8,Yes,9,8,99.0
6,5.7,Yes,8,3,46.0
7,9.3,Yes,7,4,86.0
5,8.7,Yes,4,3,73.0
6,8.5,No,8,4,74.0
5,5.1,Yes,7,1,37.0
9,5.6,No,4,4,50.0
6,7.6,Yes,6,9,65.0
8,8.5,No,6,7,79.0
2,7.7,Yes,4,8,53.0
9,5.4,Yes,8,6,55.0
5,4.6,No,4,6,31.0
7,5.3,Yes,9,5,47.0
1,8.9,Yes,4,1,63.0
5,4.0,Yes,6,9,27.0
2,7.7,Yes,6,9,53.0
6,4.2,No,6,8,33.0
1,7.6,Yes,9,4,56.0
3,8.3,No,7,5,65.0
5,7.0,Yes,9,0,55.0
4,8.2,Yes,7,4,67.0
3,5.2,Yes,9,5,32.0
5,8.7,Yes,5,9,73.0
8,5.7,No,7,1,45.0
4,5.6,Yes,8,6,43.0
1,5.6,Yes,8,3,32.0
7,5.0,Yes,6,4,42.0
8,5.9,No,9,2,55.0
3,4.9,No,4,4,28.0
6,6.8,No,6,3,58.0
2,8.7,No,4,9,67.0
7,7.3,Yes,9,5,66.0
8,5.6,Yes,6,1,46.0
6,9.3,No,6,2,79.0
6,9.1,Yes,8,9,83.0
5,8.1,Yes,4,0,63.0
8,5.2,No,5,6,45.0
1,8.3,Yes,5,8,63.0
4,8.6,No,6,1,70.0
4,7.8,No,9,6,58.0
3,6.6,No,6,2,50.0
3,9.3,No,8,4,77.0
4,9.2,No,4,5,75.0
1,6.5,No,6,7,40.0
2,6.7,Yes,9,3,43.0
9,5.2,Yes,5,1,47.0
2,5.1,Yes,4,2,22.0
5,8.3,No,6,7,71.0
9,6.7,No,4,6,63.0
9,4.1,No,8,5,37.0
8,7.6,Yes,5,4,72.0
1,9.6,Yes,9,4,73.0
1,9.6,No,4,0,72.0
9,7.3,No,5,5,68.0
8,6.2,No,6,8,59.0
9,9.7,No,9,7,97.0
7,9.1,No,9,9,83.0
3,8.4,Yes,7,0,65.0
3,6.8,No,4,5,47.0
2,7.4,No,5,2,51.0
5,5.0,No,4,5,32.0
3,8.7,No,6,8,63.0
6,7.2,Yes,6,5,60.0
2,9.0,No,9,7,70.0
3,5.0,No,9,5,32.0
5,4.8,No,5,5,32.0
1,5.3,Yes,8,6,29.0
1,4.8,No,4,9,21.0
9,7.8,Yes,4,3,74.0
7,8.7,No,6,7,81.0
1,4.2,No,4,3,11.0
8,6.8,No,5,6,65.0
3,5.8,No,7,0,37.0
8,7.5,No,9,8,75.0
5,7.1,No,6,9,61.0
1,4.6,No,9,8,17.0
7,9.4,No,9,6,87.0
5,6.7,No,9,7,52.0
6,8.3,Yes,7,1,71.0
6,5.7,Yes,4,9,46.0
8,9.9,Yes,8,9,99.0
9,4.4,Yes,9,6,40.0
2,6.2,No,5,0,42.0
9,9.4,No,9,2,91.0
9,6.1,Yes,9,5,57.0
7,6.5,Yes,4,4,58.0
1,8.1,Yes,5,4,55.0
7,5.1,Yes,4,8,46.0
5,7.9,No,9,5,64.0
6,5.8,Yes,4,2,45.0
7,8.6,No,4,1,78.0
5,4.0,No,6,8,24.0
7,4.2,No,7,9,36.0
9,6.6,Yes,8,3,65.0
3,5.7,Yes,7,4,35.0
8,8.9,No,7,8,87.0
2,6.9,Yes,5,4,45.0
7,4.1,Yes,6,6,35.0
2,4.4,No,6,1,18.0
4,6.8,No,4,1,46.0
7,7.2,Yes,7,3,63.0
3,8.1,No,8,7,62.0
2,5.9,Yes,5,1,35.0
7,6.9,Yes,6,9,63.0
1,8.1,No,4,6,58.0
8,4.4,No,8,0,37.0
3,8.9,Yes,7,8,74.0
2,6.0,No,8,9,40.0
3,9.7,Yes,6,5,78.0
5,5.4,No,5,0,38.0
8,5.9,Yes,7,9,55.0
7,4.7,No,5,5,39.0
7,8.8,Yes,9,4,84.0
7,7.0,Yes,8,4,60.0
8,5.1,No,8,4,47.0
1,6.0,Yes,4,3,34.0
4,6.9,Yes,7,6,54.0
6,6.6,Yes,8,8,56.0
9,8.3,Yes,6,3,82.0
2,6.5,Yes,9,1,45.0
1,7.2,No,6,1,45.0
2,6.5,Yes,5,1,43.0
7,6.5,Yes,9,6,57.0
3,7.5,Yes,9,3,56.0
2,7.9,No,6,3,56.0
7,4.0,No,8,0,30.0
2,9.8,Yes,6,3,75.0
3,5.4,Yes,7,5,33.0
7,8.9,No,5,1,80.0
4,4.0,No,9,3,27.0
1,5.0,Yes,7,6,26.0
5,9.4,No,8,8,81.0
9,4.1,Yes,8,1,41.0
8,4.0,Yes,6,7,34.0
9,7.0,Yes,4,5,68.0
9,8.3,No,9,7,83.0
7,5.5,Yes,9,1,44.0
4,9.3,Yes,4,0,75.0
5,6.1,No,8,6,52.0
1,8.1,Yes,8,8,56.0
1,5.7,Yes,9,8,37.0
3,8.6,Yes,5,1,67.0
8,5.6,No,9,3,50.0
2,6.9,No,8,0,46.0
4,4.9,Yes,8,6,31.0
2,7.4,No,5,1,51.0
5,9.7,Yes,7,3,82.0
9,6.0,Yes,7,1,58.0
1,5.5,No,5,0,31.0
5,4.5,No,5,6,29.0
9,4.2,Yes,7,5,40.0
1,8.0,No,7,1,51.0
9,8.2,No,7,3,79.0
8,6.0,No,7,2,52.0
4,5.2,Yes,9,2,36.0
5,5.7,Yes,9,2,43.0
5,9.7,No,6,3,81.0
6,9.3,Yes,5,0,81.0
7,9.9,Yes,4,0,84.0
8,6.3,No,6,6,55.0
8,6.6,Yes,4,4,64.0
2,9.3,No,4,2,68.0
9,4.3,Yes,8,8,41.0
7,6.1,Yes,5,4,53.0
4,6.3,No,9,9,50.0
4,7.9,Yes,6,2,65.0
8,8.4,No,5,8,78.0
4,4.9,Yes,7,0,31.0
6,4.1,Yes,5,8,30.0
5,7.9,Yes,4,4,64.0
3,4.5,No,9,5,26.0
2,8.7,Yes,7,1,66.0
9,5.7,Yes,5,7,55.0
9,5.6,No,5,2,52.0
1,7.7,No,9,0,57.0
3,8.4,Yes,4,6,68.0
8,6.2,No,7,2,57.0
6,8.5,No,4,3,75.0
5,6.9,No,9,4,54.0
5,9.7,No,5,0,82.0
6,6.0,Yes,6,8,51.0
7,4.9,No,6,6,43.0
1,9.5,Yes,8,1,68.0
9,8.2,Yes,6,0,77.0
3,5.2,Yes,9,1,33.0
4,5.1,No,9,2,37.0
1,4.8,No,9,2,23.0
3,4.3,Yes,7,7,26.0
2,7.8,Yes,8,4,56.0
2,6.3,No,7,8,42.0
1,9.3,No,6,2,65.0
8,7.3,Yes,6,5,66.0
3,7.8,No,5,3,57.0
3,8.0,No,7,7,59.0
6,4.4,Yes,4,0,28.0
8,5.4,No,5,3,46.0
9,8.9,No,7,6,84.0
9,4.3,Yes,9,8,42.0
4,9.0,No,8,0,73.0
5,9.1,Yes,7,7,77.0
2,9.7,No,8,1,74.0
9,7.8,Yes,8,3,75.0
8,9.7,No,6,3,94.0
3,4.7,Yes,4,7,27.0
9,8.8,No,7,1,89.0
3,8.4,No,4,6,62.0
9,6.3,No,8,2,59.0
2,9.2,Yes,6,8,73.0
9,6.7,No,4,4,57.0
8,9.4,Yes,5,7,90.0
9,8.2,No,8,4,80.0
5,6.6,No,5,0,50.0
2,4.0,No,9,8,18.0
8,7.3,No,4,9,68.0
6,5.6,No,4,6,39.0
8,7.6,No,4,3,67.0
5,7.7,Yes,9,6,69.0
2,6.5,Yes,7,4,43.0
6,9.6,No,8,9,84.0
5,6.3,No,8,8,50.0
5,7.8,No,8,1,65.0
1,9.9,No,7,3,74.0
2,6.0,No,4,5,35.0
8,6.9,Yes,4,4,61.0
3,8.6,No,9,0,64.0
3,9.0,No,5,8,66.0
8,8.7,Yes,7,8,81.0
8,9.6,Yes,6,2,93.0
2,5.2,Yes,7,3,28.0
8,7.6,No,9,3,71.0
1,4.2,No,5,9,13.0
6,7.1,No,5,7,59.0
8,7.4,No,5,5,67.0
3,5.8,No,4,1,35.0
8,5.3,Yes,6,3,46.0
1,8.7,No,5,0,59.0
9,6.1,No,8,2,57.0
9,5.6,No,4,3,51.0
5,9.8,Yes,6,7,80.0
4,4.3,No,8,2,22.0
6,8.4,No,6,4,71.0
7,7.9,No,9,0,73.0
5,5.8,No,6,3,40.0
9,7.6,Yes,8,1,75.0
3,4.1,Yes,7,3,24.0
7,5.4,Yes,6,4,45.0
5,4.1,No,7,2,25.0
7,5.0,Yes,6,5,42.0
2,8.4,Yes,9,1,63.0
4,6.2,No,8,4,44.0
2,4.9,No,6,3,26.0
7,4.2,Yes,5,4,31.0
2,4.4,Yes,9,8,26.0
1,4.2,Yes,5,5,15.0
9,7.7,Yes,9,6,77.0
1,5.2,No,9,7,31.0
8,8.1,No,6,8,75.0
2,5.8,Yes,8,4,34.0
8,7.9,Yes,8,7,74.0
3,8.9,Yes,4,1,68.0
6,7.4,No,8,9,64.0
3,6.3,No,7,8,43.0
7,6.3,No,6,1,54.0
9,5.6,Yes,5,4,53.0
2,7.9,No,8,5,56.0
5,4.9,Yes,5,3,34.0
6,4.1,Yes,4,7,27.0
4,8.3,No,6,9,66.0
4,6.2,Yes,8,2,41.0
4,4.5,No,5,4,25.0
2,4.1,No,9,1,20.0
4,6.0,Yes,8,2,45.0
1,9.4,Yes,4,7,70.0
6,9.5,No,9,4,86.0
1,7.4,No,5,2,46.0
6,8.8,No,5,4,73.0
1,6.8,No,6,8,42.0
6,4.6,No,6,2,27.0
8,6.8,No,5,9,64.0
2,9.2,No,9,6,71.0
2,7.6,Yes,6,7,56.0
4,6.2,No,5,4,43.0
3,7.2,Yes,9,2,50.0
4,4.7,Yes,7,5,31.0
7,5.1,No,8,2,42.0
1,8.5,No,7,8,60.0
6,8.7,No,7,1,76.0
3,4.9,No,8,2,28.0
7,5.4,No,5,6,45.0
2,9.2,Yes,5,9,71.0
2,6.3,Yes,6,7,44.0
4,6.5,No,4,4,48.0
1,8.6,No,5,4,57.0
3,8.1,No,8,4,61.0
9,9.2,No,4,3,86.0
7,9.9,Yes,8,8,95.0
7,7.8,Yes,8,5,70.0
4,9.7,Yes,8,7,81.0
2,4.2,No,4,7,18.0
4,4.1,No,7,4,24.0
6,4.5,No,9,8,32.0
3,6.0,Yes,8,1,40.0
1,4.8,Yes,6,7,25.0
8,4.9,Yes,5,2,41.0
5,7.5,No,9,6,66.0
5,9.8,Yes,5,8,83.0
4,4.2,No,5,4,22.0
6,8.0,Yes,4,7,70.0
3,6.3,No,6,3,42.0
9,6.1,No,6,0,56.0
5,8.8,No,9,0,72.0
3,5.3,No,6,5,31.0
1,8.1,Yes,6,7,60.0
6,8.4,Yes,6,9,74.0
2,8.3,Yes,9,1,62.0
3,6.6,No,7,3,44.0
1,7.2,Yes,6,2,46.0
9,9.9,No,6,8,96.0
8,6.1,Yes,4,2,51.0
2,6.8,Yes,4,7,43.0
8,5.8,No,6,6,51.0
9,5.8,No,7,0,58.0
1,4.5,No,6,7,23.0
5,8.4,Yes,6,8,67.0
8,5.8,No,6,7,50.0
2,5.2,Yes,8,9,31.0
4,9.8,Yes,7,9,83.0
7,6.5,Yes,5,0,55.0
3,6.1,No,6,6,44.0
5,6.0,Yes,5,8,45.0
8,7.5,No,7,4,73.0
3,9.5,No,6,1,76.0
4,4.1,Yes,5,7,23.0
9,8.6,Yes,9,8,84.0
7,8.3,Yes,5,6,73.0
1,6.9,Yes,7,4,48.0
4,6.6,No,6,7,50.0
4,4.6,No,8,5,30.0
9,5.9,No,7,3,51.0
6,8.9,No,8,0,76.0
9,7.0,No,6,5,66.0
6,6.2,No,5,7,50.0
6,5.2,No,9,2,40.0
5,5.6,No,9,6,42.0
5,4.3,No,7,6,29.0
2,9.6,Yes,7,8,77.0
8,5.3,Yes,7,0,45.0
8,5.9,No,4,4,49.0
1,9.9,No,9,7,74.0
8,5.2,Yes,9,2,45.0
5,4.2,Yes,6,4,27.0
2,6.5,Yes,4,0,44.0
2,6.5,No,7,8,42.0
6,5.7,Yes,7,3,43.0
9,7.1,Yes,8,4,68.0
1,5.3,Yes,4,2,29.0
6,8.6,Yes,5,1,73.0
9,4.2,Yes,9,6,39.0
8,4.0,No,6,4,30.0
6,6.5,Yes,5,9,53.0
3,6.3,No,5,2,38.0
8,8.8,Yes,6,1,82.0
9,7.4,Yes,7,9,72.0
1,5.3,Yes,9,5,24.0
9,4.2,Yes,8,9,44.0
6,5.2,Yes,7,5,45.0
6,8.6,No,7,2,75.0
4,8.9,No,4,8,75.0
1,5.3,No,5,0,26.0
8,6.0,No,5,2,49.0
2,6.5,No,9,0,42.0
1,4.2,No,5,6,14.0
2,9.0,No,8,1,64.0
1,7.9,Yes,8,3,54.0
1,4.3,No,8,3,16.0
9,7.5,Yes,6,7,73.0
1,9.0,Yes,9,3,67.0
4,8.2,No,8,2,69.0
6,4.0,Yes,4,9,28.0
7,7.9,Yes,4,2,67.0
2,8.6,No,7,4,62.0
6,7.2,Yes,7,5,60.0
7,4.6,No,9,6,43.0
2,9.2,Yes,7,4,70.0
2,9.1,No,7,6,70.0
7,9.1,Yes,4,3,84.0
1,9.5,No,7,4,72.0
8,5.0,Yes,4,5,44.0
3,6.6,No,8,8,46.0
6,5.3,Yes,8,5,41.0
9,6.1,Yes,9,9,58.0
6,5.5,No,6,0,44.0
9,8.5,Yes,7,6,89.0
7,5.1,No,8,2,45.0
9,8.8,Yes,8,5,87.0
2,8.5,Yes,9,1,61.0
8,4.9,No,5,6,41.0
8,6.3,Yes,5,0,57.0
2,8.5,No,9,1,62.0
4,5.7,Yes,4,8,39.0
7,6.1,Yes,6,8,54.0
4,4.8,Yes,9,6,33.0
4,5.6,Yes,5,1,42.0
6,7.7,No,6,4,70.0
6,7.9,No,8,3,67.0
3,9.7,Yes,9,1,80.0
9,5.2,Yes,4,1,44.0
2,8.9,No,6,9,69.0
6,7.6,Yes,5,7,66.0
7,4.5,No,8,4,35.0
9,6.0,Yes,9,7,61.0
3,9.0,Yes,7,1,68.0
3,7.5,No,8,1,55.0
7,4.6,Yes,5,2,36.0
4,7.5,No,9,9,56.0
8,6.4,No,5,7,58.0
7,5.0,No,7,7,40.0
5,8.3,No,8,2,68.0
7,5.3,No,6,0,43.0
3,8.4,No,6,6,61.0
2,6.8,Yes,8,3,45.0
6,4.9,No,6,2,36.0
2,8.9,No,9,4,67.0
3,8.7,Yes,8,5,67.0
6,4.4,No,8,0,29.0
5,4.7,Yes,5,8,31.0
8,8.5,No,4,5,74.0
9,4.4,No,5,2,37.0
3,9.7,No,6,0,79.0
3,9.9,Yes,4,8,76.0
3,6.3,Yes,8,1,45.0
6,7.9,No,6,9,65.0
1,9.6,No,7,5,72.0
7,6.5,Yes,6,5,62.0
1,4.5,Yes,4,2,19.0
5,5.5,Yes,4,5,39.0
8,9.9,No,8,1,93.0
4,7.5,Yes,9,7,62.0
5,5.1,Yes,7,0,37.0
4,5.0,Yes,8,5,34.0
4,4.2,Yes,7,0,23.0
8,8.3,Yes,7,8,79.0
2,7.6,Yes,8,8,51.0
1,4.5,Yes,6,5,18.0
3,5.8,No,5,5,41.0
9,5.7,Yes,7,8,57.0
4,5.5,No,4,4,36.0
5,6.2,No,8,8,47.0
2,8.2,Yes,9,4,65.0
4,7.6,No,6,3,57.0
2,4.8,No,7,1,22.0
2,4.2,Yes,9,1,20.0
4,4.7,No,6,0,27.0
6,7.7,Yes,8,9,64.0
7,4.3,Yes,9,2,32.0
3,5.1,Yes,4,0,29.0
3,8.3,Yes,7,5,62.0
6,7.0,Yes,7,6,56.0
3,6.4,Yes,9,8,43.0
2,9.2,Yes,6,6,70.0
8,5.5,No,8,3,49.0
5,8.1,Yes,5,3,68.0
1,9.3,No,7,7,66.0
3,5.3,Yes,4,3,31.0
8,5.2,Yes,7,0,44.0
4,8.0,Yes,7,8,65.0
7,4.6,No,5,2,36.0
2,5.1,No,5,0,27.0
7,7.6,No,8,8,71.0
5,8.9,No,7,9,76.0
5,4.3,No,7,9,31.0
6,4.1,No,6,4,26.0
9,7.4,Yes,6,8,69.0
6,9.7,Yes,9,2,90.0
8,8.3,No,9,5,79.0
7,4.2,No,4,6,33.0
9,4.3,No,4,4,40.0
4,7.7,No,6,7,58.0
2,5.1,No,9,9,28.0
7,5.8,Yes,4,5,50.0
6,4.9,Yes,7,5,37.0
1,4.0,Yes,9,6,15.0
9,5.6,Yes,5,7,50.0
9,5.5,Yes,9,1,55.0
2,4.8,Yes,7,6,25.0
3,9.6,Yes,6,8,79.0
5,9.2,Yes,8,0,79.0
5,4.8,No,8,0,36.0
1,9.8,No,6,6,69.0
8,9.4,Yes,7,4,83.0
8,4.8,Yes,4,0,44.0
4,5.1,Yes,9,0,36.0
7,9.4,No,9,1,84.0
3,8.0,No,4,9,58.0
6,5.4,Yes,8,8,44.0
9,4.1,No,6,2,36.0
1,5.0,Yes,6,8,23.0
5,5.0,Yes,5,5,33.0
4,4.7,Yes,8,9,31.0
8,9.4,Yes,6,5,90.0
1,7.1,Yes,5,6,45.0
9,4.5,No,4,9,40.0
6,9.2,Yes,8,7,81.0
4,5.9,Yes,8,2,47.0
9,7.8,Yes,6,7,75.0
5,7.4,Yes,6,5,61.0
5,4.7,No,7,5,37.0
5,8.9,Yes,4,2,75.0
1,8.8,Yes,4,5,63.0
1,8.2,No,9,7,61.0
8,7.3,Yes,5,6,70.0
8,9.6,Yes,5,9,91.0
6,9.2,Yes,7,9,80.0
4,9.8,Yes,9,6,83.0
2,9.5,No,4,2,72.0
2,5.8,Yes,5,9,35.0
9,4.6,Yes,4,2,41.0
5,7.0,No,4,4,57.0
4,5.7,Yes,9,4,43.0
1,7.9,Yes,5,8,55.0
7,5.3,No,6,8,42.0
3,7.8,Yes,6,9,59.0
6,9.9,No,9,4,90.0
5,9.2,Yes,5,4,79.0
5,9.9,No,7,5,89.0
5,9.8,Yes,8,7,87.0
1,7.5,Yes,9,5,50.0
1,5.6,No,4,5,33.0
3,7.6,Yes,9,8,58.0
4,8.3,No,8,0,68.0
5,4.8,No,9,3,33.0
2,9.7,No,5,9,73.0
8,5.9,No,4,9,50.0
2,8.4,Yes,8,1,59.0
9,9.6,No,6,8,93.0
2,6.7,Yes,7,2,47.0
9,8.9,Yes,9,9,89.0
7,5.9,No,9,1,47.0
8,8.0,No,8,7,77.0
2,7.5,Yes,7,3,53.0
7,9.2,No,9,1,87.0
6,6.6,Yes,6,3,53.0
4,4.7,No,8,6,28.0
7,7.1,Yes,5,6,66.0
4,4.0,Yes,4,0,23.0
2,5.6,No,6,0,28.0
7,9.6,Yes,7,2,89.0
8,4.8,Yes,7,1,38.0
2,5.9,No,6,2,37.0
5,8.4,No,5,3,66.0
1,7.1,No,9,6,44.0
7,4.1,No,5,1,33.0
8,7.1,No,9,6,67.0
6,8.4,Yes,9,4,76.0
5,4.8,Yes,7,7,33.0
6,6.9,No,9,7,59.0
2,5.9,Yes,6,4,39.0
1,7.7,Yes,9,9,55.0
7,9.9,Yes,6,7,96.0
